Filename,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,Average
CF131.jpg,3,4,4,4,3,3,3,3,3,3,4,2,3,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,4,2,3,3,4,2,3,4,3,2,2,4,4,5,3,4,4,4,2,3,4,3,2,4,3.2666666666666666
CF132.jpg,2,3,3,1,3,2,3,3,2,3,3,2,3,3,2,3,3,4,3,3,3,3,2,3,3,3,3,2,2,3,2,3,3,2,1,3,3,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,1,3,2.65
CF133.jpg,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,4,2,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,4,2,3,3,3,3,4,3,2,3,3,3,3,3,3,2.933333333333333
CF134.jpg,2,3,3,1,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,2,2,2,3,4,3,3,2,2,2,3,3,3,2,2,2,3,2,3,3,3,2,3,3,3,4,2,3,2,1,2,3,3,2,2,3,3,2,3,3,2.6166666666666667
CF135.jpg,2,3,2,2,2,2,3,2,2,2,3,2,3,2,2,1,2,2,2,2,2,2,1,1,3,2,2,2,1,1,2,2,2,1,1,2,3,2,2,2,2,2,2,3,2,3,1,2,2,1,2,2,3,2,2,2,3,2,1,3,2.0166666666666666
CF136.jpg,2,3,3,2,3,2,3,3,2,3,3,2,3,3,2,3,3,3,3,3,2,2,2,3,3,2,3,2,2,3,2,1,3,2,1,2,3,2,3,2,2,2,3,3,2,3,2,2,2,1,2,3,3,3,3,2,3,2,3,3,2.466666666666667
CF137.jpg,2,4,3,3,4,3,3,3,2,4,3,3,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,2,4,2,3,3,3,3,3,3,4,4,2,3,3,2,2,4,3,3,3,3,3,2,3,4,2.933333333333333
CF138.jpg,1,2,1,1,2,2,3,3,1,2,3,2,3,2,2,1,2,1,2,2,2,2,1,2,3,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,2,3,3,1,1,3,1.9
CF139.jpg,2,3,1,4,2,2,3,3,1,3,3,2,3,3,2,1,1,2,2,3,3,2,2,2,3,3,3,2,2,2,2,2,3,2,1,2,3,2,3,3,2,2,3,3,2,3,2,1,2,2,2,3,3,3,2,3,1,2,2,3,2.316666666666667
CF14.jpg,5,5,5,5,5,4,4,5,5,4,4,4,4,4,4,5,4,4,3,4,5,3,4,5,5,5,4,4,3,5,4,5,4,4,5,5,5,4,4,4,5,4,4,5,4,4,4,5,5,5,4,5,5,5,4,4,5,4,4,5,4.4
CF140.jpg,2,3,3,1,3,2,3,3,2,3,3,2,3,3,2,2,3,2,3,3,3,3,2,3,3,2,3,2,2,3,3,2,3,3,1,2,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2.65
CF141.jpg,3,3,4,4,4,4,3,3,3,4,4,3,4,3,3,5,5,4,3,4,3,3,3,4,5,4,4,3,2,3,3,3,4,3,3,2,3,3,3,4,3,3,3,5,4,5,4,4,4,5,3,5,4,4,4,3,4,3,4,3,3.5833333333333335
CF142.jpg,2,3,3,1,3,2,3,3,2,3,3,3,3,2,3,2,3,3,3,3,2,2,2,3,4,2,3,2,2,2,2,2,3,2,2,2,3,2,3,2,3,3,1,2,2,3,2,1,2,1,2,2,3,2,3,2,3,2,2,1,2.3666666666666667
CF143.jpg,3,4,4,4,4,5,3,4,4,3,3,3,4,4,3,4,5,2,4,4,3,3,3,4,5,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,3,4,3,4,4,4,2,5,5,2,3,3,4,5,4,3,5,4,3,4,3.7
CF144.jpg,2,3,3,1,3,2,3,3,3,3,3,2,3,3,3,2,3,2,3,3,2,2,2,3,3,3,3,2,2,3,3,2,3,3,1,2,3,2,3,3,3,3,3,3,3,3,3,1,3,1,2,3,3,2,2,3,3,2,2,4,2.5833333333333335
CF145.jpg,1,3,1,1,2,2,3,2,1,2,3,2,4,2,2,1,2,1,3,3,1,3,2,1,3,2,2,2,2,2,2,1,2,1,1,2,3,2,2,2,2,2,2,3,2,2,2,1,2,2,2,3,3,2,2,3,3,2,2,2,2.05
CF146.jpg,3,3,3,1,3,3,3,3,2,3,3,3,3,3,3,4,4,3,4,4,3,3,3,4,5,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,5,3,3,4,5,4,3,2,4,4,4,2,3,4,4,4,3,3.283333333333333
CF147.jpg,1,3,3,1,3,3,3,3,1,3,3,2,3,2,2,1,3,2,3,3,3,2,2,2,3,2,3,2,2,2,3,2,2,1,1,2,3,2,3,3,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2,3,2.35
CF148.jpg,1,3,3,1,3,2,3,2,1,3,3,2,3,2,2,3,1,2,3,3,3,2,2,2,3,2,3,2,2,2,2,2,3,2,1,2,3,2,2,3,3,2,3,3,3,3,2,2,2,3,2,3,3,3,2,1,3,2,2,3,2.35
CF149.jpg,2,4,4,5,4,2,3,3,3,4,3,3,3,4,3,4,4,4,3,4,4,3,3,4,3,4,4,3,3,3,4,4,4,2,3,3,4,3,3,4,4,4,3,5,3,5,3,5,4,5,3,5,4,4,3,3,5,3,3,4,3.5833333333333335
CF15.jpg,3,5,4,5,4,4,3,4,3,5,4,3,4,3,4,4,4,5,4,4,3,3,4,5,5,4,5,3,3,4,4,4,4,4,4,4,5,3,4,3,4,3,3,5,4,4,3,4,5,4,3,4,5,4,3,4,4,4,4,5,3.933333333333333
CF150.jpg,3,4,5,3,3,3,3,4,3,3,4,3,4,3,3,4,3,4,4,4,3,3,3,5,5,3,4,3,3,3,4,5,4,4,5,2,4,3,4,3,3,4,4,4,4,3,3,5,4,5,3,4,4,4,3,3,2,3,4,4,3.6
CF151.jpg,2,3,3,1,3,1,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,2,3,4,3,3,3,2,2,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,2,2,2,2.683333333333333
CF152.jpg,1,3,2,2,3,1,3,3,2,2,3,2,3,2,2,1,3,2,2,3,1,3,1,2,3,3,3,2,2,2,2,1,3,1,1,1,3,2,2,3,3,2,1,2,2,3,1,3,2,1,2,4,3,3,1,3,2,1,2,2,2.15
CF153.jpg,4,4,4,5,4,3,3,3,3,4,3,3,3,4,3,4,4,4,4,4,3,3,3,3,5,3,4,3,4,4,4,4,3,3,3,4,4,3,3,3,3,3,4,4,3,5,3,5,3,3,3,4,5,3,3,2,4,3,4,4,3.55
CF154.jpg,2,3,2,1,2,2,3,3,2,2,3,2,3,3,2,2,1,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,3,2,1,2,3,2,3,3,2,2,3,3,3,3,2,1,2,1,2,4,3,3,2,2,3,2,1,3,2.283333333333333
CF155.jpg,1,3,2,1,3,2,3,3,2,3,3,2,3,2,2,1,1,2,2,3,1,3,1,3,4,2,3,2,2,2,2,1,2,1,1,1,3,2,2,3,2,2,3,3,2,2,2,3,1,2,2,3,3,3,1,3,3,2,2,2,2.183333333333333
CF156.jpg,3,3,4,2,3,4,4,3,3,4,3,2,3,3,3,2,3,2,4,3,3,3,3,3,5,3,3,3,2,3,3,3,3,3,1,3,3,2,3,3,3,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2.9833333333333334
CF157.jpg,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,2,3,2,3,2,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2.8666666666666667
CF158.jpg,2,3,2,1,2,2,3,3,2,2,3,2,3,2,2,3,3,3,3,2,2,3,2,3,3,2,3,2,2,2,3,2,2,2,2,2,3,2,2,3,2,2,3,3,2,1,2,3,2,1,2,3,3,3,3,3,2,3,3,3,2.4
CF159.jpg,2,3,1,4,3,1,3,2,2,3,3,2,3,2,2,1,3,3,2,3,2,3,2,2,3,3,3,3,2,2,3,3,3,2,1,2,3,2,3,3,3,2,3,3,2,3,2,2,2,2,2,3,3,3,2,1,3,2,2,3,2.433333333333333
CF16.jpg,3,4,3,4,3,4,4,3,3,3,3,3,4,3,4,4,4,3,4,4,4,3,4,5,4,4,4,2,4,3,4,3,3,3,5,3,4,3,3,3,4,4,4,5,3,4,3,5,3,5,3,4,4,4,3,4,5,4,3,4,3.65
CF160.jpg,1,3,2,3,3,2,3,3,2,3,3,2,3,2,2,2,3,2,3,2,2,3,2,2,3,2,3,2,2,2,2,2,3,2,3,3,3,2,3,3,3,2,3,3,3,3,2,3,3,1,2,3,3,2,2,1,2,3,1,2,2.4166666666666665
CF161.jpg,1,3,1,1,2,1,3,3,1,3,3,2,3,2,2,2,1,2,2,3,2,3,2,3,3,3,2,2,2,2,3,2,3,1,2,2,3,2,2,2,2,2,3,3,1,3,2,1,2,2,2,4,3,2,2,3,2,2,2,3,2.216666666666667
CF162.jpg,2,2,1,1,2,1,3,2,2,2,3,2,3,2,2,2,2,3,3,2,1,2,1,2,1,2,2,2,1,1,2,1,3,1,1,1,2,2,2,1,2,1,3,2,2,1,2,1,2,1,2,3,3,2,2,2,1,2,1,2,1.8333333333333333
CF163.jpg,3,4,3,2,3,3,3,4,3,4,4,2,4,3,3,4,4,4,4,4,3,3,2,4,4,3,3,2,3,3,3,3,3,2,5,3,4,3,3,4,3,3,3,4,3,3,4,4,3,4,3,4,4,3,4,3,3,3,3,3,3.3
CF164.jpg,1,3,3,1,3,2,3,3,2,3,3,2,3,2,2,2,3,2,3,3,3,3,2,3,4,3,3,2,2,3,3,2,3,2,2,3,3,2,3,3,3,2,2,3,2,2,2,2,2,3,2,3,3,3,3,2,3,2,2,2,2.5166666666666666
CF165.jpg,1,3,1,2,2,2,3,2,1,2,3,2,3,3,2,1,2,3,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,3,2,2,1,2,2,2,2,1.9166666666666667
CF166.jpg,2,3,2,1,3,2,3,3,2,2,3,2,3,3,2,2,1,3,3,3,3,3,2,3,3,2,3,2,2,2,2,2,3,2,1,2,3,2,3,3,3,2,3,3,3,3,2,1,3,1,2,3,3,3,2,3,3,2,2,3,2.433333333333333
CF167.jpg,3,4,4,3,3,3,3,3,3,4,3,3,3,3,2,3,4,4,3,3,3,3,3,4,4,3,3,2,2,3,3,4,3,3,5,3,4,2,3,3,3,2,3,4,3,4,2,3,3,5,2,4,3,3,3,3,3,3,3,4,3.1666666666666665
CF168.jpg,2,3,3,5,3,3,3,3,3,3,3,3,3,3,2,2,3,3,4,3,3,3,3,3,3,3,3,3,2,3,4,2,3,1,3,3,3,3,2,2,3,3,3,3,3,3,2,4,3,3,2,4,3,3,3,2,3,3,3,3,2.9
CF169.jpg,2,3,2,1,3,3,3,3,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,4,3,2,3,3,3,2,3,3,2,2,3,3,3,3,2,1,3,3,2,3,3,3,2,1,3,3,3,2,2.65
CF17.jpg,3,4,4,5,4,3,4,4,4,3,3,3,4,3,3,5,4,5,4,4,3,3,3,5,4,4,5,3,4,4,3,4,3,3,5,4,4,4,5,4,5,4,4,5,4,4,4,5,4,5,4,5,5,4,2,3,5,4,4,4,3.95
CF170.jpg,2,3,2,1,2,2,3,3,2,2,3,2,3,3,2,3,2,1,2,2,1,2,2,3,2,3,2,2,2,3,3,3,2,1,1,2,3,2,3,3,3,2,3,3,2,2,2,3,2,2,2,3,3,2,3,3,3,2,1,2,2.3
CF171.jpg,2,3,2,1,3,2,3,3,2,3,3,2,3,2,2,3,3,3,2,3,3,2,2,3,3,2,3,2,2,2,3,2,3,1,2,2,3,2,2,2,3,2,3,3,2,3,2,2,3,3,2,3,3,3,3,1,3,2,2,3,2.45
CF172.jpg,3,3,3,2,3,3,4,3,3,3,4,3,3,3,3,2,3,3,4,4,3,3,3,4,5,3,3,3,2,3,4,5,3,3,3,4,3,2,4,3,3,3,3,4,3,3,2,5,3,3,3,3,4,3,3,3,4,3,3,3,3.2
CF173.jpg,2,3,3,1,3,2,3,3,2,3,3,2,3,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,2,2,5,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,2,3,3,2,2,3,2.6333333333333333
CF174.jpg,3,3,4,2,4,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,2,4,4,3,3,3,2,2,4,3,3,3,3,2,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.05
CF175.jpg,2,3,3,1,3,2,3,3,2,3,3,3,3,2,2,2,4,3,3,3,3,2,3,3,3,2,4,2,2,3,3,3,3,2,1,3,3,2,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,2,4,3,2.7
CF176.jpg,2,3,3,3,2,2,3,3,2,2,3,3,3,3,3,3,1,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,4,2,1,3,2,2,3,3,3,3,3,3,2,2,3,2.7333333333333334
CF177.jpg,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,4,3,3,2,3,3,3,3,3,3,2,4,2,3,3,3,2,3,3,3,3,3,3,3,2,3,2.8833333333333333
CF178.jpg,2,3,3,1,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,4,3,3,2,2,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,2,2.75
CF179.jpg,2,3,3,1,3,2,3,3,2,3,3,1,3,2,3,3,3,3,3,3,2,3,2,3,3,2,3,3,2,3,3,1,3,2,2,2,3,2,3,2,3,2,2,3,2,3,2,3,3,2,2,3,3,2,2,3,3,2,2,3,2.5166666666666666
CF18.jpg,3,4,5,4,5,5,4,4,4,5,4,4,4,4,4,5,5,5,4,4,4,3,5,5,5,5,5,3,4,5,3,5,4,5,5,4,4,4,4,4,5,4,4,5,4,4,5,5,4,5,4,5,5,5,4,5,4,4,5,5,4.383333333333334
CF180.jpg,2,3,2,4,4,3,3,3,3,4,3,3,3,4,4,4,4,3,4,4,3,3,3,4,4,3,2,4,3,2,3,3,3,4,4,3,3,3,3,4,4,3,3,3,3,4,3,5,4,5,3,4,4,3,2,2,2,3,4,4,3.316666666666667
CF181.jpg,2,3,2,3,3,2,3,3,1,3,3,2,3,2,3,2,3,3,3,3,2,3,3,3,4,3,3,3,2,4,3,2,3,2,4,2,3,3,3,3,3,3,3,3,3,4,2,4,3,2,2,4,2,3,3,2,3,2,3,3,2.783333333333333
CF182.jpg,2,3,2,1,3,2,3,3,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,4,3,3,2,2,3,2,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,2,1,3,3,2,3,3,2,3,3,3,3,3,2,2.6666666666666665
CF183.jpg,2,4,2,1,3,2,3,3,2,3,3,2,3,3,3,4,3,3,3,3,3,3,2,4,4,3,3,3,2,3,3,3,3,3,3,2,4,2,3,3,3,3,3,3,3,3,2,4,3,2,3,4,4,3,2,2,3,2,2,3,2.85
CF184.jpg,1,3,3,3,3,2,3,3,2,3,3,2,3,3,2,4,3,3,3,3,3,3,2,3,4,3,2,2,2,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,2,4,2,1,3,1,2,4,3,3,2,3,4,2,2,3,2.7
CF185.jpg,3,3,3,2,2,1,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,2,2,3,4,3,4,2,3,3,3,3,3,2,2,3,3,2,3,2,3,2,3,4,3,3,2,2,3,3,2,4,3,2,3,3,4,2,3,4,2.7666666666666666
CF186.jpg,1,3,1,1,3,2,3,3,1,2,3,2,3,2,2,1,3,2,2,3,3,3,2,3,3,2,2,2,2,3,3,3,3,3,1,3,3,2,3,2,2,2,3,3,2,3,3,1,3,1,2,3,3,3,3,2,2,3,3,3,2.4
CF187.jpg,2,3,2,1,3,1,3,3,2,3,3,2,3,2,2,2,3,3,2,2,3,2,2,3,3,2,3,2,2,2,2,1,3,1,1,1,3,2,2,3,3,2,3,3,2,3,2,2,2,1,2,3,3,3,1,3,2,2,3,3,2.3
CF188.jpg,3,3,4,1,3,3,4,3,3,3,3,3,3,3,2,2,4,3,3,4,4,3,3,4,4,3,3,3,3,2,3,4,3,2,3,2,3,3,3,3,4,2,3,4,3,2,3,2,3,2,3,3,3,2,3,3,3,2,3,4,2.966666666666667
CF189.jpg,3,4,4,3,3,2,3,4,2,3,3,3,3,3,3,3,1,3,3,4,3,3,3,4,4,4,3,3,3,3,4,2,3,2,1,2,4,2,3,3,4,4,3,4,3,3,3,5,4,5,3,4,3,4,3,3,3,2,3,2,3.1166666666666667
CF19.jpg,4,4,5,5,4,4,4,4,4,4,4,3,4,3,3,5,5,5,4,4,4,4,4,5,5,4,4,3,3,4,3,4,4,5,4,4,4,3,3,4,4,3,3,4,4,4,3,4,4,5,3,5,4,4,2,4,3,5,4,4,3.933333333333333
